Barcode_x	Barcode_y	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_x	Type_of_gene_y	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS	GIS_xy.NoDrug	GIS_xy.DMSO	GIS_xy.MMS	GIS_xy.4NQO	GIS_xy.BLMC	GIS_xy.ZEOC	GIS_xy.HYDX	GIS_xy.DXRB	GIS_xy.CSPL	W_x.NoDrug	W_x.DMSO	W_x.MMS	W_x.4NQO	W_x.BLMC	W_x.ZEOC	W_x.HYDX	W_x.DXRB	W_x.CSPL	W_y.NoDrug	W_y.DMSO	W_y.MMS	W_y.4NQO	W_y.BLMC	W_y.ZEOC	W_y.HYDX	W_y.DXRB	W_y.CSPL	W_xy.NoDrug	W_xy.DMSO	W_xy.MMS	W_xy.4NQO	W_xy.BLMC	W_xy.ZEOC	W_xy.HYDX	W_xy.DXRB	W_xy.CSPL	W_x_SE.NoDrug	W_x_SE.DMSO	W_x_SE.MMS	W_x_SE.4NQO	W_x_SE.BLMC	W_x_SE.ZEOC	W_x_SE.HYDX	W_x_SE.DXRB	W_x_SE.CSPL	W_y_SE.NoDrug	W_y_SE.DMSO	W_y_SE.MMS	W_y_SE.4NQO	W_y_SE.BLMC	W_y_SE.ZEOC	W_y_SE.HYDX	W_y_SE.DXRB	W_y_SE.CSPL	W_xy_SE.NoDrug	W_xy_SE.DMSO	W_xy_SE.MMS	W_xy_SE.4NQO	W_xy_SE.BLMC	W_xy_SE.ZEOC	W_xy_SE.HYDX	W_xy_SE.DXRB	W_xy_SE.CSPL	SE_GIS_xy.NoDrug	SE_GIS_xy.DMSO	SE_GIS_xy.MMS	SE_GIS_xy.4NQO	SE_GIS_xy.BLMC	SE_GIS_xy.ZEOC	SE_GIS_xy.HYDX	SE_GIS_xy.DXRB	SE_GIS_xy.CSPL	Z_GIS_xy.NoDrug	Z_GIS_xy.DMSO	Z_GIS_xy.MMS	Z_GIS_xy.4NQO	Z_GIS_xy.BLMC	Z_GIS_xy.ZEOC	Z_GIS_xy.HYDX	Z_GIS_xy.DXRB	Z_GIS_xy.CSPL	FDR.neutral_xy.NoDrug	FDR.neutral_xy.DMSO	FDR.neutral_xy.MMS	FDR.neutral_xy.4NQO	FDR.neutral_xy.BLMC	FDR.neutral_xy.ZEOC	FDR.neutral_xy.HYDX	FDR.neutral_xy.DXRB	FDR.neutral_xy.CSPL	Z_GIS_xy.NoDrug_Class	Z_GIS_xy.DMSO_Class	Z_GIS_xy.MMS_Class	Z_GIS_xy.4NQO_Class	Z_GIS_xy.BLMC_Class	Z_GIS_xy.ZEOC_Class	Z_GIS_xy.HYDX_Class	Z_GIS_xy.DXRB_Class	Z_GIS_xy.CSPL_Class
APT2	APT2	0	YES	Neutral	Neutral	NA	NA	NA	NA	-0.462217315135815	-0.749157000787539	-0.745335604465517	-0.799336106844343	-0.902676830384344	-0.990714016784764	-0.744616910298094	-0.910291839938027	-0.731232942163446	1.08031182418037	1.10781604097087	1.09792305630265	1.09032371526827	1.13228930502202	1.10286470751152	1.09382849311851	1.14108842902998	1.12845791415145	0.948437255596854	0.918900876303052	0.916611296736336	0.906314563141708	0.996258483813628	0.947782910807659	0.957265236051941	0.934144247799036	0.948384657833129	0.562390666578641	0.26881613004317	0.261033071888777	0.188840154842068	0.225375995875279	0.0545623059275399	0.302467080367336	0.155649352270363	0.338979230628162	0.00931733097541809	0.0140589799418209	0.0120620140405684	0.0173836507688188	0.0143372667837341	0.0127533983062763	0.0132126075864537	0.0118752778482048	0.0130731541669434	0.00776872391444126	0.0114613521949222	0.00900711645542103	0.0111733623534087	0.0137422216169679	0.0115515820315109	0.0103340145614438	0.0124560224707068	0.0117322662940988	0.00420618490060904	0.00590485536986754	0.00545056601535079	0.00765616046880887	0.00614448420615252	0.00743130642880424	0.00567112424852686	0.00685736022019528	0.00496736455918565	0.0127935596006122	0.0193107489640199	0.0162645169060614	0.0224442441490238	0.0212744218474722	0.0196988357755276	0.0179482630904256	0.018936619910629	0.0184471553548695	-36.1289062282319	-38.7948184808047	-45.8258679781475	-35.6143027823509	-42.4301462505594	-50.2930238149179	-41.4868506521561	-48.0704499659459	-39.6393334417507	3.89705695791244e-75	1.20962908563745e-98	1.83924928524749e-176	2.35303174276053e-83	1.86111057243247e-93	1.46326967081829e-157	2.75456731934424e-83	1.56854245400162e-128	1.94594785011629e-73	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING
APT2	CLA4	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	0.0779996831812033	0.041496018675975	0.0485632736127138	0.0778223738919246	0.0512475011118014	0.053229928735784	0.0936002803073487	0.0729667175809159	0.0637575166841113	0.969454572428844	0.955536099227064	0.943196055023212	0.932035362939985	0.980111043832074	0.940255022262373	0.954084339201379	0.886499943020511	0.919278534062736	0.937465484226762	0.902050541521034	0.897962560005376	0.884622967398861	0.968037433076253	0.911898049974073	0.932878175276679	0.894115269962199	0.913917611399089	0.985613582938124	0.900871906427675	0.892632554656297	0.898888735427061	0.995737049682523	0.904811424089812	0.980236788547023	0.855408936592187	0.896692563338621	0.00495021334209797	0.00736886503575167	0.00627519706691606	0.00893291816846484	0.00718333459332082	0.008046511322175	0.00753552973725898	0.00644258833276063	0.00684173100416202	0.00482013566297544	0.00669661955958429	0.00544741349910929	0.00674879169069056	0.00842191413749443	0.00729497002190198	0.00663724055970091	0.00809055727487336	0.00750482321743798	0.00211458034060153	0.00284882564057496	0.00271845341670819	0.00363293382699289	0.00349030755769583	0.00359879856172384	0.00292819470199515	0.00359550989941917	0.00291582842235421	0.0069922108362262	0.010103088297685	0.00847908456458531	0.011422997542995	0.0111406369426044	0.0109398736136918	0.010140782194093	0.0107066346481822	0.0103090184919189	11.155224721928	4.10726081504041	5.72741942161404	6.81278041065919	4.60005126958398	4.86568041052724	9.23008487075789	6.81509362919226	6.18463501002444	8.90625879938253e-07	0.603392810364898	0.0109690948986339	0.00816662104418276	0.425027840794378	0.175422549826078	0.000914197458931478	0.0308905175206195	0.154161708713121	ALLEVIATING	NEUTRAL	NEUTRAL	ALLEVIATING	NEUTRAL	NEUTRAL	ALLEVIATING	NEUTRAL	NEUTRAL
CLA4	CLA4	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA	-0.405772163684781	-0.672033211353155	-0.67122996156578	-0.703130786298585	-0.804676562121874	-0.72615793528371	-0.698880812292442	-0.623159323070321	-0.637343235611856	0.93129235898595	0.891238904140771	0.883783803227723	0.876048190030619	0.930567489940049	0.860573601735223	0.906640631401167	0.813089247141697	0.859551297587471	0.908078436518308	0.864357287932492	0.852189239724978	0.830346454568344	0.888947020798231	0.843806890914987	0.868322756553258	0.766409499647119	0.803362301857276	0.439914345604626	0.0983156307298877	0.0819210857881033	0.0242927223243544	0.0225486357120204	0	0.0883758799690058	0	0.0531878733824223	0.00611144309433101	0.00889580540973851	0.00763954384267707	0.0110155752668206	0.00864540559661223	0.0104484877949551	0.00934804956210187	0.00767153634425401	0.00822668998368047	0.00737319006078846	0.0087991332785957	0.00778774906513944	0.00983703931358619	0.0126666963177701	0.0108043832077872	0.0108045772281113	0.0141254028717023	0.0127164942145058	0.0214953797041975	0.0303471905298831	0.0286136104934537	0.0370951077687424	0.0313296343369482	0.0397002861218601	0.0316298272200131	0.0494184850977633	0.0358104289465465	0.0235364562857633	0.0329214376417336	0.0307173246790062	0.0400749686306836	0.0350836269858051	0.0427290157755932	0.0348093313989351	0.0520726622881976	0.0389663185591177	-17.2401553895021	-20.4132401101839	-21.851836661561	-17.5453858187235	-22.9359570618924	-16.994492433371	-20.0773983356033	-11.9671108732914	-16.3562599490868	1.05233941723862e-16	9.09612285113115e-27	2.01323894613229e-39	1.50924205779303e-19	1.75546527820985e-26	1.39020395078373e-17	4.17584886951048e-19	7.42916238025921e-08	4.16491149523068e-12	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING
APT2	CSM2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	0.0507300363895594	-0.000581492178741696	0.0102367475354035	0.0524281379718358	0.0469082498319294	0.0109906627012646	0.0778574023046944	0.00828442838661448	0.0181072802365069	1.04737724638878	1.06718035061266	1.0443935800395	1.04720392535482	1.07384176504784	1.06613600424498	1.0519266009973	1.08807173684268	1.08058384772067	0.998687486802022	0.998628442594065	0.947666761145477	0.981920735241615	0.991303606914926	1.01330938227861	0.97529853433533	1.02227206407395	1.00428612195834	1.09838755646787	1.06837494401739	1.00163621163749	1.08395950856126	1.11112186441414	1.09372298091449	1.10455550380496	1.12526201397789	1.10599887252183	0.0052997142227463	0.00808402881638098	0.00695506982827585	0.00964568520895928	0.0086355323306203	0.00793805702966949	0.00792911244570066	0.00686659881025408	0.00764369479502192	0.00477686488771062	0.00645523508166165	0.00521275196551782	0.00684096556739945	0.0100207831990185	0.00771312580956406	0.00799518858237053	0.00728540775986521	0.00719151687502732	0.00212684340753499	0.00289276820610253	0.00274799365092532	0.00376782433656876	0.00416590226530493	0.00382220489879963	0.00326249778185249	0.00323500802150163	0.00281870775725266	0.00716526919180136	0.0103889738400277	0.0087857922426774	0.0119337580845214	0.0133471177636926	0.0109747623206366	0.0113683137002103	0.0100828558984463	0.0104938691930009	7.07999030205392	-0.0559720514937925	1.16514791752963	4.39326301073905	3.51448534900404	1.00144881321012	6.8486324672105	0.821635107161556	1.72551038167923	0.013657733900857	0.851894350652904	0.450638869176226	0.251900972032014	0.740379784942372	0.608625806564227	0.0555189326397444	0.656193209510014	0.594897037958013	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CLA4	CSM2	NA	no	DNA_repair	DNA_repair	0.042223	-0.131099	NEUTRAL	AGGRAVATING	0.0596927497448586	0.0337994262647867	-0.23487592211824	0.040745472023946	0.0394447771320592	-0.870199837564395	-0.8964606929372	-0.698161613818452	-0.860878379048318	0.934651448997439	0.898484125854103	0.88374154032717	0.881519399634843	0.937542445813615	0.875564867673893	0.919002136302148	0.828418947990285	0.876930142088166	1.01005097998514	1.01236718265115	0.957845524879678	0.998985497199293	0.970270315691464	0.998169895175223	0.976054375376202	1.09646783305706	0.986697997925752	1.00306867231527	0.941782132283541	0.611331581729143	0.919232317911044	0.948179146184485	0	0	0.209706362530556	0	0.00378173927051641	0.00559787620006064	0.00496727569687252	0.00670529161967654	0.00574213701653711	0.00666142111434127	0.00891206601467998	0.00918804828165941	0.00527780275456464	0.00393659728206213	0.00506108372403746	0.00435700969423557	0.00559947780077127	0.00877989055549245	0.00657622462649623	0.0126962753745586	0.0124081450463018	0.00609364172661571	0.00232315101808887	0.00318083866903112	0.00503035749903512	0.00415747128434798	0.00472571399669346	0.112619194987568	0.0527451607811815	0.0201928462019652	0.0837930859359056	0.00574895795230433	0.00796789328502908	0.00823492530071791	0.00939575469089196	0.0112108199594089	0.113087646276122	0.0550906500972503	0.0255988806571434	0.0842132270518002	10.3832294896038	4.24195267879562	-28.5219250377126	4.33658320852542	3.5184560339812	-7.69491510540118	-16.2724653158875	-27.2731305391522	-10.2226028996465	1.77128034687508e-05	0.737109334395104	4.14872921562836e-66	0.44650322195532	0.749826713876507	0.00512495052618933	3.61758720284745e-11	3.30241901814511e-39	0.000398392594063139	ALLEVIATING	NEUTRAL	AGGRAVATING	NEUTRAL	NEUTRAL	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING
CSM2	CSM2	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA	-0.44489110513687	-0.720811338077904	-0.696627755171074	-0.763205460247749	-0.643481065807946	-0.761823804909841	-0.558239580316601	-0.862935813622193	-0.669716637400513	0.980470620723235	0.972201695968457	0.914184893960133	0.964314775849612	0.9933485175704	0.97658645070268	0.983683058721136	0.959067714109711	0.976219588859485	1.03477969817801	1.0405073927022	0.972569273854972	1.04210317928293	0.962807662682004	1.03209258568337	0.985577930904868	1.07217449278591	1.04076566849708	0.569679987847526	0.290771713774888	0.192480383316916	0.241710033494637	0.312922498622644	0.246103830139238	0.411256733363949	0.165352126300732	0.346299195598769	0.00669595320078378	0.00992802462520364	0.00882744135011394	0.0115621132128542	0.00990186522859414	0.0108931146261967	0.0101535734636627	0.00865129624925143	0.00998241597267067	0.00661892940861815	0.00800972229535532	0.00682106504567942	0.00935083951888185	0.0166932683431119	0.0112837819313889	0.0119252188597179	0.00946205114720256	0.00963552099845321	0.020475425338579	0.0289793637425024	0.0344996033977525	0.0350771239665025	0.027120897114922	0.0261526719952942	0.0222542571516423	0.0351508033552793	0.0250449282744082	0.0225187423804318	0.0317317849888768	0.0363280748396194	0.0382134147210182	0.0334314940181407	0.0306650638939574	0.0272442846429405	0.0375214405161332	0.0286895012976129	-19.7564809624302	-22.7157513619412	-19.1760162972174	-19.9721868830521	-19.2477508022459	-24.8433790173827	-20.4901537196812	-22.9984723867719	-23.3436137649503	4.86745888790298e-22	8.59070555326805e-34	1.16037199853809e-30	9.28001456085022e-26	4.33663024034238e-19	3.13481908762636e-38	3.79321986239159e-20	3.63714374069927e-29	5.01396071814391e-25	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING
APT2	CSM3	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	0.0394472733001739	0.0275372408958499	0.0240192370631905	0.0488350321522104	-0.0120009197268112	0.0197921606059285	0.0473479245194936	0.0313095863824309	0.0332948628959077	1.04010919034408	1.05857430294262	1.0380031697682	1.03974856818133	1.11519540819435	1.08004952119294	1.05105891069305	1.05790887700716	1.05627576238411	0.920727319157285	0.874427390139528	0.862426266675235	0.843658630172983	0.971625231499844	0.91288587930184	0.926575213424709	0.85910187049241	0.898411948143458	0.995990207328228	0.950993654131866	0.915973674710313	0.922859051882627	1.07112999865401	1.0049579351739	1.01992045956446	0.933919090102711	0.978658490641092	0.00418112142957958	0.0067041253557657	0.00547887516990589	0.00781602102203556	0.00639919275242565	0.00673006426447395	0.00600822954478943	0.00566441095410561	0.00611167458619522	0.00408300650717962	0.00561231503028997	0.00476246385847782	0.0058887956256077	0.00684633024924723	0.00576511816557564	0.00571028163957475	0.00635416806748414	0.00614264764515558	0.00218688128402152	0.00291196592448894	0.00292494236529138	0.00378979563845338	0.00353127207486126	0.00366158875278176	0.0032008445419383	0.00349566240049071	0.00293324326124337	0.0060321551735041	0.00897509673904462	0.00758942413399894	0.0101806397694654	0.00954824649335632	0.00900694709589489	0.00857530019569917	0.00894163457234737	0.00888650135810865	6.53949909535547	3.06818318470639	3.16482998434488	4.79685297368837	-1.25687158738115	2.19743275887	5.52143055507728	3.50155065375384	3.74667842317125	0.00793765977158649	0.959575025305278	0.152037113396456	0.0228356440512291	0.577958209815146	0.58732572139418	0.2725224448512	0.287374331990849	0.736420691262477	ALLEVIATING	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CLA4	CSM3	NA	no	DNA_repair	DNA_repair	0.031025	-0.019782	NEUTRAL	NEUTRAL	0.0020144915655761	-0.0470175323760062	-0.0269615643089482	-0.351386847451694	-0.0418810836869228	-0.360698680632666	0.026030202693724	-0.0181288873681452	-0.180549388284018	0.955092905059531	0.929463933743574	0.918442277455616	0.92145195628424	0.977666271011242	0.916115255014316	0.940894849623907	0.851556492720469	0.897735834493387	0.89401390379151	0.841108581670106	0.81615946536036	0.787802385718427	0.929905685299539	0.878108328620712	0.882191930807506	0.783650052647961	0.829816997439812	0.85625216827241	0.735719675800691	0.723992390077063	0.3766883595276	0.865146155374198	0.441646764141231	0.855525256738515	0.648444531439457	0.563329974135485	0.0033741364293331	0.00519846134193841	0.0043549595260257	0.00629693916487456	0.00490590476332171	0.00689725453949501	0.00516047489475877	0.00470612012237497	0.00540877406694671	0.0037628986928542	0.00478689920620244	0.00424830314121028	0.00543426226836022	0.00603620741340535	0.00503596146131493	0.0054953538468342	0.0061018764171931	0.00625254333904103	0.00362186421346216	0.00515618005294974	0.00476769712958656	0.0134783065401883	0.00493216879524049	0.0094217927702792	0.00444884012052727	0.00660464480488007	0.00752914638296741	0.00611153963479607	0.00864376482581817	0.00762709142482824	0.0158513151459345	0.00897979821357258	0.0127157913033776	0.00860153968036725	0.0100737929582409	0.0111349764149215	0.329620960667028	-5.43947380839989	-3.53497326925714	-22.1676778372435	-4.66392258387514	-28.3662001071735	3.02622596197948	-1.79960889044426	-16.2146179350745	0.801424096181016	0.395466320227886	0.551565383074648	2.37662108837908e-30	0.60454235625642	2.61451177941278e-45	0.601228549767731	0.548869457333961	2.36553298377944e-10	NEUTRAL	NEUTRAL	NEUTRAL	AGGRAVATING	NEUTRAL	AGGRAVATING	NEUTRAL	NEUTRAL	AGGRAVATING
CSM2	CSM3	NA	no	DNA_repair	DNA_repair	-0.030523	0.017655	NEUTRAL	NEUTRAL	0.0150057385933853	-0.00802800682441295	-0.0023605405932796	-0.00349187888717817	0.0101308383992702	-0.0168612419510062	0.0506778826362346	-0.0119865243296678	0.0123419821009549	1.00045621208711	0.99924645162608	0.973017022213855	0.991626270203621	1.06218848422731	1.03035338932381	1.0082248184491	0.966067363750691	0.98833163010579	0.993026102721038	0.986633696677147	0.933278474062594	0.974577546300897	0.971878201419156	0.996183794130604	0.957891964365051	1.00062052611488	0.9857994606143	1.00914775195756	0.9791906062723	0.907605839490564	0.964397115365915	1.04335928226716	1.01177171105828	1.01714272485448	0.955154733849543	0.987213799550615	0.00327030826833151	0.00540216005418897	0.00439475074812746	0.00613949004838755	0.00531701674625035	0.00593502887561457	0.00493503930481946	0.00456903434670176	0.00494245425190095	0.00358704019752751	0.00464342276183419	0.00394784843330831	0.00525286373805017	0.00738974164428124	0.0056710379667035	0.00625130165797579	0.00543241068593957	0.00533488416357566	0.0028718328871952	0.00417368631483308	0.00412027107407518	0.00521294592117383	0.00532537021666155	0.00530941926789674	0.00429102298121918	0.00491468919258388	0.00394980056521942	0.00547174133361678	0.00804605485080541	0.00700342090452446	0.00932368651960625	0.010236606597168	0.00938294694728275	0.00884351458242713	0.00841588372499068	0.00806602359187449	2.74240642575599	-0.997756909848724	-0.337055365579214	-0.374516976716806	0.989667650417757	-1.79700919612351	5.73051383178993	-1.424273994432	1.53011976228136	0.521332704547072	0.819000201457269	0.565496175708678	0.363700382814981	0.603945284830745	0.50270095928037	0.0207254528767046	0.209201916859508	0.594897037958013	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL	NEUTRAL
CSM3	CSM3	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA	-0.369280861994664	-0.557643483779953	-0.573838856063655	-0.592174938097827	-0.797889520014998	-0.86340239697678	-0.595639980633395	-0.674892968103501	-0.553767414375187	1.00774539445541	1.00800083581539	0.985578241418757	0.997926177724673	1.10005212414936	1.05060081882442	1.01809389472536	0.967517474165106	0.991078186223833	0.884179071593712	0.822551482960812	0.786422267339479	0.742794174092603	0.95574292205025	0.8999326243243	0.901081608810944	0.791474512002801	0.841109224097272	0.521746525277759	0.271489098545733	0.201241819193341	0.149078812890559	0.253477511527097	0.0820675550251407	0.32174570394633	0.0908724526155092	0.279837589859273	0.00542183406909948	0.00902179429751471	0.00707511030389181	0.0100128092941227	0.00800966580941797	0.00986795286550979	0.00778070929653066	0.00756518499598473	0.00810032308413174	0.0058059801317181	0.00775377962501646	0.00663381288586914	0.00819546774259194	0.009203766943262	0.00628244078907772	0.00817548687053338	0.00870708595985663	0.00824152344132559	0.0492635036044563	0.0680794966057627	0.068436684384947	0.0895741810171857	0.0614533463559441	0.0766163770957664	0.0595049451824939	0.0880869833566226	0.0665727539484179	0.0498944962590023	0.0691338941606043	0.0691464204662069	0.0905433878267232	0.0627192468730303	0.07760366805675	0.0605908335956562	0.0888742168666614	0.0675911664478661	-7.40123439823358	-8.06613732020499	-8.29889460936159	-6.5402339398996	-12.7216055644013	-11.1257936460605	-9.83052955845283	-7.59379932557997	-8.19289625371851	0.00450782483745158	0.000311292946507529	3.65195666699811e-06	0.00669014547258701	2.33079480601543e-08	1.07382160049293e-07	0.00012151348202651	0.00290719012038936	0.00419708950663087	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING	AGGRAVATING
